trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id
377187.0,4/26/2022 8:50,30100700000000.0,fraud_Bhatti-Rattan Pvt Ltd,online_shopping,3196.0,Chirag,Vohra,M,"69/09, Choudhry Chowk, Mahbubnagar-245265",Tumkur,Andhra Pradesh,,-169.029397,564626.0,"Education officer, community",2/26/1959,-0.557095,-169.030016,,
419448.0,7/9/2022 10:22,3565340000000000.0,fraud_Wagle Group Pvt Ltd,entertainment,3733.34,Tarini,,F,"00/319, Borde Path, Jehanabad 054076",Srikakulam,Tamil Nadu,-18.1778195,-141.917256,158242.0,Environmental health practitioner,1/22/1959,-18.165183,-141.923319,1.0,-7.89e+18
181212.0,10/1/2023 9:35,4.03735e+18,fraud_Vyas PLC Pvt Ltd,online_shopping,9100.38,Mannat,Devi,F,"22, Ram, Gwalior 983157",Meerut,Meghalaya,7.1295425,-146.110126,472068.0,Planning and development surveyor,,7.114402,-146.124507,1.0,6.06e+18
596098.0,7/8/2023 15:33,6011110000000000.0,fraud_Din Ltd Pvt Ltd,,4680.19,Pranay,Gera,M,"20/44, Sarna Marg, Ichalkaranji-367844",Khandwa,Jharkhand,11.3734685,85.654722,113895.0,Waste management officer,9/8/1983,,85.653218,1.0,6.12e+17
204642.0,1/4/2023 10:48,4198010000000000.0,fraud_Shetty LLC Pvt Ltd,travel,5733.65,,Gaba,M,"44/09, Tella Ganj, Delhi-536204",Imphal,Haryana,67.7769235,-156.289445,280506.0,"Nurse, learning disability",11/6/1948,67.758804,-156.290515,0.0,4.1e+18
697722.0,6/6/2023 4:41,4214900000000.0,fraud_Balay-Chaudry Pvt Ltd,fitness_and_medical,9600.65,Diya,Rajagopal,F,"H.No. 629, Karnik Marg, Sri Ganganagar 360492",Kottayam,Maharashtra,28.2064445,-125.801166,682141.0,Publishing rights manager,12/1/1940,28.221032,-125.790492,1.0,-1.17e+18
692967.0,9/30/2023 8:58,4785310000000000.0,fraud_Bobal LLC Pvt Ltd,entertainment,4353.69,Saksham,Kakar,M,"12/090, Savant Nagar, Shahjahanpur-486935",Pudukkottai,Telangana,-22.1575015,159.935868,,"Engineer, agricultural",1/3/1954,-22.165139,159.942625,1.0,6.92e+17
457448.0,10/6/2022 21:03,4416960000000.0,"fraud_Tandon, Sahota and Contractor Pvt Ltd",travel,7976.99,Biju,Aggarwal,F,"754, Shetty Ganj, Vijayanagaram-088732",Tadipatri,Himachal Pradesh,2.523452,109.652717,915809.0,"Producer, television/film/video",6/2/1962,2.505145,109.669335,0.0,5.61e+18
570987.0,,36155800000000.0,"fraud_Khare, Amble and Kadakia Pvt Ltd",travel,1011.02,Diya,Lalla,F,,Navi Mumbai,Uttar Pradesh,26.6294345,-52.541794,412330.0,IT technical support officer,8/3/1989,26.638962,-52.548807,1.0,-8.57e+18
362769.0,3/6/2024 4:16,6011740000000000.0,"fraud_Sarma, Handa and Bhat Pvt Ltd",entertainment,704.36,Hansh,Sidhu,M,"H.No. 913, Lata Zila, Ratlam-150283",Bhagalpur,Kerala,47.230357,165.155904,786011.0,Immigration officer,1/26/1957,47.223695,,0.0,-4.8e+18
789996.0,,60455415095.0,fraud_Bala-Venkataraman Pvt Ltd,,1026.59,Kanav,,F,"97, Kalla Path, Bhalswa Jahangir Pur 583698",,Odisha,-28.051467,-160.618397,628829.0,Medical laboratory scientific officer,8/7/1976,,-160.637177,0.0,-7.07e+17
362324.0,1/16/2024 2:37,30586000000000.0,"fraud_Sidhu, Ramaswamy and Kapadia Pvt Ltd",fitness_and_medical,9189.97,Aniruddh,Sinha,F,"82/87, Batta, Kamarhati-712883",Aurangabad,Bihar,-34.018231,9.702376,536042.0,,5/21/1971,-34.006219,9.695861,1.0,7.91e+18
485237.0,5/4/2023 19:16,,fraud_Chada-Bhatti Pvt Ltd,fitness_and_medical,8336.64,Vanya,De,M,"35/61, Halder Circle, Haridwar 467281",Proddatur,Madhya Pradesh,35.069837,172.687557,624139.0,,7/30/1966,35.086848,172.697164,0.0,-4.78e+18
189434.0,10/27/2022 2:29,4.20488e+18,"fraud_Dani, Ratta and Chauhan Pvt Ltd",entertainment,2346.55,Hrishita,Venkatesh,M,"78/268, Sule Road, Sultan Pur Majra 917192",Nagercoil,Haryana,-89.5789235,-149.66704,763355.0,Music tutor,8/6/1992,-89.567634,-149.677753,1.0,1.6e+18
664923.0,6/21/2022 7:55,639066000000.0,"fraud_Raja, Sandal and Raval Pvt Ltd",online_shopping,1460.19,,,M,,Purnia,Himachal Pradesh,-31.4858615,,69730.0,"Optician, dispensing",2/10/1943,-31.474414,-30.769589,,-2.51e+17
774426.0,7/24/2023 15:58,,fraud_Sem Inc Pvt Ltd,entertainment,7651.45,Indrans,Chokshi,M,"28, Sampath Marg, Thanjavur-084017",Chittoor,Nagaland,9.0893185,-25.551626,811566.0,Human resources officer,9/17/1985,9.099093,-25.569413,1.0,8.56e+18
255395.0,11/4/2023 11:31,4260370000000.0,fraud_Mane and Sons Pvt Ltd,entertainment,9083.26,Tejas,Yadav,M,"57, Warrior Road, Tiruppur 979834",Jalgaon,Sikkim,-35.355794,82.809132,793047.0,,9/3/1980,-35.366192,82.828591,1.0,-4.28e+18
606322.0,12/4/2022 6:29,348695000000000.0,"fraud_Bhalla, Seth and Ben Pvt Ltd",fitness_and_medical,9641.51,Damini,Wable,F,"69/73, Suresh Path, Bongaigaon-287971",Ahmedabad,Haryana,42.5218205,-31.994499,543938.0,Speech and language therapist,1/6/1944,42.532185,-31.997458,,4.24e+18
340782.0,4/29/2022 0:06,3583560000000000.0,,entertainment,,Vivaan,Bhandari,F,"38, Madan Road, Karimnagar 671722",Udaipur,Karnataka,13.6087515,158.377934,516918.0,"Administrator, education",10/20/1951,13.597593,158.395362,,-1.48e+16
605635.0,1/17/2023 2:49,4.79821e+18,fraud_Bath-Subramanian Pvt Ltd,online_shopping,,Zain,Khanna,M,"93, Sastry, Haldia 378300",,Uttarakhand,-82.577508,-151.856936,924924.0,Medical sales representative,2/28/1941,-82.571059,-151.869141,0.0,8.33e+18
917496.0,10/25/2022 15:31,6011170000000000.0,fraud_Issac-Ghose Pvt Ltd,fitness_and_medical,3506.4,Neysa,Choudhry,F,"H.No. 94, Varghese Zila, Parbhani 330134",Kota,Kerala,28.27371,168.527313,7142.0,Patent attorney,10/13/1989,28.287116,168.542044,1.0,-5.22e+18
565533.0,10/21/2023 0:35,180039000000000.0,fraud_Sandhu LLC Pvt Ltd,travel,3008.06,Stuvan,Grover,M,"91/241, Sandal Street, Panvel 290372",Nizamabad,Tripura,78.4655545,0.726905,,Probation officer,1/29/1958,78.463225,0.729443,0.0,3.52e+18
417072.0,3/24/2024 11:22,213139000000000.0,fraud_Sheth-Bhagat Pvt Ltd,online_shopping,8910.29,Jhanvi,Apte,F,"06, Soman Ganj, Kavali-838614",Sasaram,Tamil Nadu,-76.9476015,161.790472,803894.0,Games developer,5/30/2003,-76.932276,161.788951,1.0,8.62e+18
662772.0,10/11/2023 0:38,4353320000000000.0,fraud_Mani PLC Pvt Ltd,travel,7500.97,Anahita,Sidhu,F,"51/39, Dixit Chowk, Secunderabad 313704",Burhanpur,Rajasthan,,-46.918214,325752.0,"Doctor, general practice",3/23/1960,57.941246,-46.901096,0.0,-7.69e+18
723656.0,10/5/2022 2:39,30436100000000.0,"fraud_Balasubramanian, Bandi and Mandal Pvt Ltd",travel,,Chirag,Tandon,M,"572, Saha Street, Tadipatri 372782",Solapur,Assam,32.4803325,127.807103,200795.0,Osteopath,6/26/1959,32.464237,127.806887,0.0,8e+18
784999.0,6/30/2022 6:01,6508130000000000.0,fraud_Gour Ltd Pvt Ltd,entertainment,,Yuvaan,Manda,M,"218, Sibal Street, Panvel-322703",Indore,Tamil Nadu,54.5875275,-5.338438,,Medical sales representative,8/6/1973,54.567688,-5.351444,,-6.06e+17
857730.0,,30407800000000.0,fraud_Handa-Ganesh Pvt Ltd,entertainment,,Hunar,Lalla,M,"79, Walla Circle, Kochi 095814",Uluberia,Manipur,12.0542575,-173.857835,465662.0,Veterinary surgeon,9/13/1949,12.068333,-173.877534,0.0,3.25e+18
,6/4/2023 7:24,38409900000000.0,"fraud_Tandon, Sehgal and Bava Pvt Ltd",entertainment,1699.44,Ritvik,Bora,M,"99/20, Issac Chowk, Unnao 319575",Satna,Andhra Pradesh,49.8648385,143.200241,729428.0,Dancer,1/30/2004,49.862732,143.212381,1.0,
976143.0,1/27/2023 11:10,377271000000000.0,fraud_Bhagat PLC Pvt Ltd,,7960.17,Tara,,M,"H.No. 94, Bath Circle, Mango 260177",Tezpur,Odisha,83.2017575,94.663733,906606.0,Insurance underwriter,5/14/1946,83.202408,94.676788,1.0,-2.57e+18
951618.0,11/16/2022 2:58,340560000000000.0,fraud_Raju Ltd Pvt Ltd,online_shopping,4796.18,Jiya,Ratti,M,"H.No. 267, Walia Street, Udupi-700043",Madanapalle,Madhya Pradesh,78.0376835,171.548296,222004.0,"Psychologist, educational",10/8/1963,78.026933,171.556336,0.0,4.44e+18
760957.0,11/28/2023 11:34,4024200000000.0,fraud_Sharaf Ltd Pvt Ltd,entertainment,,Elakshi,Sachdeva,,"H.No. 061, Desai Nagar, Khammam 727125",Bhopal,Meghalaya,35.441113,127.285476,524267.0,,3/21/1984,35.444851,127.293788,1.0,-9.01e+18
632110.0,,4682420000000.0,"fraud_Kunda, Sahota and Dixit Pvt Ltd",travel,9709.32,Aaina,Suresh,M,"64/719, Ben Circle, Jamalpur-710998",Shahjahanpur,Goa,68.6660445,80.994242,813014.0,Production manager,5/3/1945,68.646426,80.978548,,1.49e+18
214610.0,12/3/2022 14:19,2660430000000000.0,"fraud_Salvi, Singh and Devi Pvt Ltd",fitness_and_medical,7355.21,Ritvik,Mandal,M,"15, Joshi Marg, Hapur-134910",Dharmavaram,Punjab,76.3894615,-153.502534,645936.0,Contracting civil engineer,5/29/2005,76.399412,-153.492279,0.0,7.51e+18
851186.0,8/11/2022 3:39,639094000000.0,,entertainment,9809.51,Charvi,Ghose,M,"H.No. 469, Swamy Path, Bareilly-544025",Durg,Chhattisgarh,-55.1792845,115.994465,58424.0,Telecommunications researcher,1/13/2005,-55.190931,116.004745,1.0,7.07e+18
668141.0,2/12/2024 3:03,180036000000000.0,fraud_Yadav Inc Pvt Ltd,fitness_and_medical,2907.28,Raghav,Devi,F,"H.No. 330, Sridhar Nagar, Ghaziabad 540156",Nashik,Himachal Pradesh,-9.4018835,-127.764176,122078.0,Information officer,7/11/1993,-9.393231,-127.758295,0.0,2.74e+17
671451.0,9/6/2023 17:33,378478000000000.0,,online_shopping,7113.62,Devansh,Khurana,F,"28, Handa Path, Amroha 429288",Panihati,Jharkhand,-73.8224435,-30.670454,938593.0,"Engineer, manufacturing",6/27/1957,-73.82949,-30.675179,0.0,5.69e+18
211380.0,6/19/2023 12:28,36525000000000.0,fraud_Reddy-Mani Pvt Ltd,travel,8794.44,Nayantara,Sood,F,"61, Rege Zila, Ghaziabad 536916",Kurnool,,-17.6019105,-26.307207,20453.0,,11/11/1996,-17.602749,-26.305869,1.0,-8.66e+18
998930.0,1/27/2023 0:46,,fraud_Golla-Bajaj Pvt Ltd,online_shopping,4186.86,Divij,Kashyap,M,"H.No. 02, Chaudhary Ganj, Secunderabad-613337",Aurangabad,Tripura,-69.0165545,-24.513052,982105.0,Government social research officer,5/16/1978,-69.02399,,0.0,8.35e+18
,8/3/2022 8:19,4017150000000000.0,"fraud_Chopra, Balasubramanian and Sankaran Pvt Ltd",fitness_and_medical,7990.9,Alisha,Bir,M,"15/182, Subramanian, Ambala-837692",Morena,Jharkhand,,-99.826273,747429.0,Press sub,10/31/2003,86.945873,-99.840846,1.0,-1.86e+18
832404.0,3/4/2023 14:21,38062600000000.0,fraud_Ray-Dixit Pvt Ltd,travel,1073.92,Indranil,Buch,M,"816, Borra Chowk, Kurnool 295427",,Assam,-55.5320585,42.529231,801043.0,Emergency planning/management officer,,-55.527141,42.528923,1.0,6.52e+18
,2/2/2023 5:05,3546220000000000.0,,entertainment,488.77,Vanya,Dalal,M,"H.No. 874, Iyer Circle, Delhi 569656",Thoothukudi,Gujarat,-9.3469045,-39.918945,309899.0,Interior and spatial designer,,-9.360966,-39.915494,0.0,-8.18e+16
964995.0,11/25/2023 11:44,3526830000000000.0,"fraud_Varma, Sura and Halder Pvt Ltd",entertainment,8233.98,Nitya,Uppal,F,"71/876, Chada, Rewa 250900",Gwalior,,30.87089,7.810429,5020.0,"Surveyor, hydrographic",11/4/1969,30.878808,7.802792,0.0,5.03e+18
422854.0,6/9/2022 1:56,3530320000000000.0,"fraud_Reddy, Mann and Bhatia Pvt Ltd",fitness_and_medical,246.54,Azad,Bhat,M,"858, Andra Nagar, Ranchi 302245",South Dumdum,Arunachal Pradesh,,105.575826,299118.0,Fish farm manager,1/9/1980,-33.730244,105.583813,1.0,1.06e+18
936087.0,3/31/2023 7:29,4140000000000.0,"fraud_Wali, Sodhi and Desai Pvt Ltd",travel,2314.45,Dharmajan,Baria,F,"81/03, Sridhar Circle, Kolhapur-071054",South Dumdum,Kerala,-14.3837165,62.369233,703268.0,Accommodation manager,11/3/1967,-14.403626,62.375066,1.0,
515316.0,4/7/2023 21:38,4166310000000.0,"fraud_Chadha, Chad and Chokshi Pvt Ltd",travel,8263.06,Alia,Andra,M,,,Punjab,-83.1650575,,505263.0,IT consultant,5/31/1963,-83.148276,136.345573,0.0,
324326.0,6/30/2023 20:00,4393340000000000.0,fraud_Bhagat and Sons Pvt Ltd,online_shopping,3382.41,Arnav,Ratti,M,"H.No. 35, Dhaliwal Road, Raipur 898103",Gudivada,Bihar,50.815909,131.276637,,Civil Service fast streamer,9/5/1944,50.835789,131.270652,1.0,
605763.0,6/10/2023 12:09,213121000000000.0,"fraud_Bhardwaj, Vaidya and Walia Pvt Ltd",fitness_and_medical,353.55,,Malhotra,M,,Bahraich,Karnataka,,-148.053492,377788.0,Engineering geologist,9/18/1975,-16.607856,-148.038555,0.0,
542337.0,3/19/2024 4:09,675954000000.0,"fraud_Dani, Manda and Tailor Pvt Ltd",entertainment,4387.88,Hrishita,Chand,F,"H.No. 972, Khatri Road, Machilipatnam 286238",Jehanabad,Assam,36.600159,-105.821957,,Osteopath,4/16/1950,36.607554,-105.835459,1.0,-6.62e+18
991241.0,5/28/2023 1:06,30373700000000.0,"fraud_Acharya, Thakkar and Biswas Pvt Ltd",travel,8897.32,Dhanuk,Kaur,F,"36/390, Lall Marg, Parbhani 087619",Kamarhati,Sikkim,-29.3443575,-164.023189,381937.0,"Designer, ceramics/pottery",,-29.325973,-164.016505,0.0,-1.09e+18
509833.0,1/2/2023 6:06,6011210000000000.0,fraud_Lad-Sani Pvt Ltd,travel,2495.89,Indrajit,Randhawa,F,"903, Dhawan Path, Chennai-568378",Proddatur,Haryana,44.731701,57.600634,901760.0,Geophysical data processor,12/5/2000,44.736093,57.585953,0.0,-4.92e+18
355653.0,7/13/2023 23:18,4072270000000.0,"fraud_Khurana, Babu and Venkatesh Pvt Ltd",online_shopping,5701.74,Aarav,Kothari,M,"59/99, Sathe Path, Ambarnath 838762",Howrah,Assam,-35.9226735,-8.634548,949172.0,"Surveyor, mining",2/21/1972,-35.933502,-8.638999,1.0,-5.53e+18
668141.0,2/12/2024 3:03,180036000000000.0,fraud_Yadav Inc Pvt Ltd,fitness_and_medical,2907.28,Raghav,Devi,F,"H.No. 330, Sridhar Nagar, Ghaziabad 540156",Nashik,Himachal Pradesh,-9.4018835,-127.764176,122078.0,Information officer,7/11/1993,-9.393231,-127.758295,0.0,2.74e+17
936747.0,11/18/2022 15:36,4023090000000000.0,fraud_Kale PLC Pvt Ltd,entertainment,4945.28,Ishita,Kari,M,"28, Hayre Marg, Bhubaneswar 620592",Rampur,Jharkhand,-38.902095,-114.271645,788372.0,"Biochemist, clinical",,-38.889849,-114.281905,1.0,3.62e+18
,5/28/2023 18:26,3531340000000000.0,,entertainment,9074.0,Drishya,Bumb,F,"53/26, Chana Ganj, Varanasi 329560",Bharatpur,Chhattisgarh,27.8408555,93.934433,440893.0,,4/27/1996,27.838502,93.950223,0.0,2.19e+18
612969.0,1/12/2024 14:46,4813830000000000.0,fraud_Dave PLC Pvt Ltd,online_shopping,5183.03,Prerak,Dhaliwal,M,"H.No. 201, Mani Road, South Dumdum 684732",Malegaon,Telangana,-59.9405245,78.990873,327185.0,Homeopath,8/5/1963,-59.956481,78.979357,1.0,
642043.0,9/13/2022 11:15,376925000000000.0,"fraud_Khosla, Saini and Sanghvi Pvt Ltd",fitness_and_medical,4581.64,Hazel,Virk,M,"831, Vig Zila, Noida 690613",Dehradun,Rajasthan,74.4170105,144.232141,765511.0,"Therapist, sports",2/27/1981,74.407159,144.236617,0.0,-7.99e+18
173151.0,3/31/2024 11:52,346486000000000.0,,travel,9299.57,Aradhya,Dyal,M,"H.No. 367, Rege Chowk, Howrah 598663",Bikaner,Kerala,-52.5128385,-3.37881,987989.0,Land,11/2/1939,-52.521642,-3.394619,0.0,-1.68e+18
260479.0,6/2/2023 0:15,4537690000000000.0,fraud_Dugal Ltd Pvt Ltd,online_shopping,2748.3,Nirvi,Mani,,"443, Sahni Marg, Moradabad-895380",Ahmedabad,Manipur,72.9182075,-36.424384,427240.0,Plant breeder/geneticist,9/15/1939,72.935822,-36.42694,1.0,7.41e+18
291047.0,9/7/2022 10:45,3507650000000000.0,fraud_Uppal-Dash Pvt Ltd,online_shopping,3768.2,Advik,,F,"H.No. 92, Kurian Nagar, Visakhapatnam 090662",Giridih,Tripura,65.827712,-18.600118,509399.0,Legal executive,8/24/1958,65.814873,-18.599099,1.0,2.16e+18
582288.0,3/9/2023 0:22,38040300000000.0,"fraud_Bakshi, Vasa and Sridhar Pvt Ltd",travel,8775.49,Aarav,Virk,F,"H.No. 30, Buch Chowk, Kavali-052284",,Tamil Nadu,37.0126365,76.583615,,Systems analyst,12/30/1953,37.01976,76.576694,1.0,-5.06e+18
,9/23/2022 19:59,3531940000000000.0,"fraud_Magar, Borra and Roy Pvt Ltd",entertainment,,Ishaan,Dara,F,"H.No. 87, Ghosh Chowk, Madurai 361303",North Dumdum,Odisha,-39.105019,165.545139,911009.0,Public house manager,10/14/1955,-39.106877,165.553132,0.0,1.52e+18
268343.0,7/13/2022 12:47,3553980000000000.0,fraud_Swaminathan-Kunda Pvt Ltd,entertainment,4609.54,Divij,Rege,M,"27/803, Rau, Ramgarh 849590",Srikakulam,Jharkhand,-15.9324475,-31.20072,819668.0,Higher education lecturer,1/5/1953,-15.928037,-31.202977,1.0,1.54e+18
806533.0,6/8/2023 3:44,4.36449e+18,fraud_Dugar-Lal Pvt Ltd,entertainment,1629.05,Yuvraj ,Jhaveri,F,"H.No. 962, Srinivas Road, Mira-Bhayandar 792905",Nagercoil,Gujarat,-6.816824,169.093455,759802.0,Banker,6/4/1944,-6.797808,169.109367,1.0,9.69e+17
856877.0,,4174050000000000.0,fraud_Sura-Desai Pvt Ltd,travel,8438.54,,Kapadia,F,"17/23, Wadhwa Marg, Bhilai 333430",Faridabad,,80.665397,-82.147171,613086.0,Futures trader,11/2/1999,80.679973,-82.161179,0.0,-2.01e+18
560103.0,5/7/2022 11:24,4965790000000.0,"fraud_Solanki, Swaminathan and Sarraf Pvt Ltd",fitness_and_medical,2714.89,Sana,Dube,M,"96, Mahajan Chowk, Adoni 199017",Bokaro,Sikkim,51.7422085,-18.060086,334278.0,Adult guidance worker,2/17/1957,51.726438,-18.05395,0.0,3.24e+18
981042.0,12/13/2022 10:21,3551700000000000.0,fraud_Golla-Kar Pvt Ltd,online_shopping,5640.71,Aarav,,F,"24/937, Ramachandran Circle, Tadipatri-113765",Muzaffarpur,Himachal Pradesh,14.3575595,-167.362637,310588.0,Software engineer,5/19/1953,14.3448,-167.372557,0.0,6.09e+18
404437.0,3/25/2023 10:22,30300900000000.0,"fraud_Ganesh, Goel and Saha Pvt Ltd",entertainment,5206.82,Damini,Kara,M,"H.No. 132, Kalla Road, Dharmavaram-841208",Jhansi,Mizoram,57.5643885,130.737992,639135.0,"Optician, dispensing",7/19/1969,57.571519,130.741626,1.0,-8.57e+18
222135.0,4/10/2024 4:21,372072000000000.0,fraud_Mand and Sons Pvt Ltd,fitness_and_medical,4053.92,Mishti,Saini,F,"33, Hans Ganj, Rohtak 296340",Sirsa,,-11.070982,97.291992,635257.0,Media buyer,8/18/1976,-11.055676,97.305674,0.0,-6.36e+17
780304.0,7/3/2023 12:35,4184000000000.0,fraud_Lalla PLC Pvt Ltd,online_shopping,8557.07,Shanaya,Aggarwal,,"52/935, Dayal Chowk, Sasaram-050994",Nagpur,Telangana,-78.477592,,730051.0,"Psychologist, occupational",11/15/1967,,167.230964,1.0,3.11e+17
598632.0,4/21/2023 23:51,4550870000000000.0,fraud_Choudhury-Jhaveri Pvt Ltd,travel,7097.84,Aniruddh,Dewan,M,"H.No. 17, Chopra, Baranagar 845791",Mau,Mizoram,80.3574975,-178.495033,801755.0,Restaurant manager,11/20/1971,80.338975,-178.511188,0.0,-4.64e+18
642043.0,9/13/2022 11:15,376925000000000.0,"fraud_Khosla, Saini and Sanghvi Pvt Ltd",fitness_and_medical,4581.64,Hazel,Virk,M,"831, Vig Zila, Noida 690613",Dehradun,Rajasthan,74.4170105,144.232141,765511.0,"Therapist, sports",2/27/1981,74.407159,144.236617,0.0,-7.99e+18
419448.0,7/9/2022 10:22,3565340000000000.0,fraud_Wagle Group Pvt Ltd,entertainment,3733.34,Tarini,,F,"00/319, Borde Path, Jehanabad 054076",Srikakulam,Tamil Nadu,-18.1778195,-141.917256,158242.0,Environmental health practitioner,1/22/1959,-18.165183,-141.923319,1.0,-7.89e+18
763601.0,6/17/2023 2:32,4033840000000000.0,"fraud_Borah, Kurian and Sharma Pvt Ltd",fitness_and_medical,8599.14,Yashvi,Rege,F,,,Nagaland,-43.4154015,97.522658,562020.0,Physiotherapist,10/7/1989,-43.433614,97.509501,1.0,-5.93e+18
695565.0,3/26/2024 5:45,566315000000.0,fraud_Chaudhuri Inc Pvt Ltd,,4297.4,Raunak,Som,F,"H.No. 419, Vohra Ganj, Shimoga-685038",Kharagpur,Punjab,88.753757,179.16734,339836.0,Insurance claims handler,12/16/1967,88.764887,179.179783,0.0,-6.93e+18
657519.0,1/10/2024 11:32,2242340000000000.0,fraud_Dhar-Sawhney Pvt Ltd,fitness_and_medical,5905.68,Devansh,Venkataraman,M,"H.No. 90, Andra Road, Serampore-547416",Ghaziabad,Punjab,3.4084535,87.949456,,"Producer, television/film/video",1/24/1941,3.393834,87.958761,1.0,-8.55e+18
139430.0,7/25/2023 12:56,,"fraud_Tata, Magar and Rattan Pvt Ltd",fitness_and_medical,5690.31,Prerak,Master,M,"H.No. 052, Rajagopal Street, Medininagar-022481",Secunderabad,Bihar,-49.4493885,164.998302,69631.0,Accommodation manager,9/8/1960,-49.45889,164.997489,0.0,-2.22e+18
324326.0,6/30/2023 20:00,4393340000000000.0,fraud_Bhagat and Sons Pvt Ltd,online_shopping,3382.41,Arnav,Ratti,M,"H.No. 35, Dhaliwal Road, Raipur 898103",Gudivada,Bihar,50.815909,131.276637,,Civil Service fast streamer,9/5/1944,50.835789,131.270652,1.0,
717469.0,6/3/2023 10:11,371549000000000.0,"fraud_Rastogi, Kulkarni and Jhaveri Pvt Ltd",fitness_and_medical,2754.94,Shray,Biswas,M,"28/471, Aurora Road, Ujjain-285362",Dibrugarh,Telangana,83.385745,-132.687598,520896.0,Aeronautical engineer,10/30/1984,83.400363,-132.681485,0.0,-8.66e+18
101458.0,9/23/2023 12:25,30031200000000.0,fraud_Bakshi-Amble Pvt Ltd,fitness_and_medical,7701.51,Chirag,Ram,F,"63, Samra Zila, Hosur 276903",Siliguri,Karnataka,-86.7894555,43.922004,13308.0,Occupational therapist,1/28/1960,-86.769848,43.905668,1.0,6.72e+17
949620.0,10/5/2022 19:32,343281000000000.0,"fraud_Dhar, Dave and Goyal Pvt Ltd",online_shopping,2880.04,Misha,Lad,,,Karimnagar,Karnataka,10.3956195,-68.033582,266576.0,Automotive engineer,5/16/1976,10.389587,-68.022959,0.0,-4.85e+18
856877.0,,4174050000000000.0,fraud_Sura-Desai Pvt Ltd,travel,8438.54,,Kapadia,F,"17/23, Wadhwa Marg, Bhilai 333430",Faridabad,,80.665397,-82.147171,613086.0,Futures trader,11/2/1999,80.679973,-82.161179,0.0,-2.01e+18
549430.0,1/15/2024 16:21,3596270000000000.0,fraud_Magar-Amble Pvt Ltd,online_shopping,8463.53,Pari,Karnik,F,"68/94, Chana Path, Vadodara-277116",Kota,Mizoram,33.9828845,-89.27436,320937.0,"Therapist, horticultural",3/9/1969,33.970497,-89.265075,1.0,1.7e+18
632110.0,,4682420000000.0,"fraud_Kunda, Sahota and Dixit Pvt Ltd",travel,9709.32,Aaina,Suresh,M,"64/719, Ben Circle, Jamalpur-710998",Shahjahanpur,Goa,68.6660445,80.994242,813014.0,Production manager,5/3/1945,68.646426,80.978548,,1.49e+18
314303.0,11/27/2023 14:53,348516000000000.0,"fraud_Kari, Borde and Lanka Pvt Ltd",online_shopping,1174.31,Ivan,Boase,F,"H.No. 031, Jha Zila, Jehanabad 331284",,Maharashtra,,146.978552,347273.0,Ophthalmologist,4/25/1964,-84.643852,146.979501,1.0,-2.91e+18
673864.0,3/24/2024 15:19,4639270000000000.0,fraud_Bhat Inc Pvt Ltd,travel,2365.62,Tarini,Basak,F,"82/20, Sahota Path, Dibrugarh-148401",Suryapet,Odisha,51.581718,-137.919297,729924.0,"Social research officer, government",5/2/1953,51.57376,-137.936879,0.0,-1.2e+18
993774.0,6/27/2022 20:07,376978000000000.0,fraud_Gara-Keer Pvt Ltd,travel,7154.12,Inaaya ,Chaudhuri,M,"H.No. 575, Kade Circle, Anantapur 996966",Vasai-Virar,Mizoram,-39.9072155,49.798404,18838.0,Education administrator,6/9/1949,-39.889851,49.781624,0.0,4.82e+18
838448.0,10/16/2023 17:35,4.65206e+18,fraud_Kulkarni-Sahni Pvt Ltd,entertainment,1958.33,Seher,,F,"305, Loyal Ganj, Kalyan-Dombivli 079455",Bokaro,Gujarat,-88.37236,-139.744857,638733.0,Furniture designer,1/11/1997,-88.366546,-139.743685,0.0,-4.52e+18
855234.0,11/12/2022 9:15,30546600000000.0,"fraud_Bhandari, Sood and Konda Pvt Ltd",entertainment,5840.08,Piya,,F,"037, Sura Nagar, Dharmavaram-387945",Ramgarh,Mizoram,-35.219253,65.293817,401685.0,"Conservator, museum/gallery",4/3/1983,,65.275927,,-6.59e+18
912296.0,4/19/2022 18:34,3535520000000000.0,fraud_Trivedi-Mallick Pvt Ltd,entertainment,5537.38,Ishaan,Vyas,M,"182, Kalla, Dewas-514547",Bhopal,Punjab,-45.62112,,53078.0,Osteopath,8/5/1974,-45.603008,-51.912318,1.0,-8.33e+18
754042.0,3/20/2024 9:50,36031800000000.0,fraud_Bir LLC Pvt Ltd,entertainment,8125.61,Vritika,Korpal,F,"H.No. 523, Arya Zila, Thanjavur 007237",Bahraich,Uttar Pradesh,,,269145.0,"Physicist, medical",7/15/1974,16.725591,,,-4.51e+18
,6/21/2023 9:06,3532280000000000.0,fraud_Samra Ltd Pvt Ltd,entertainment,3361.29,,Bhatti,F,"30, Khalsa Chowk, Nanded 679034",Mangalore,Madhya Pradesh,67.3751565,157.835163,613180.0,Risk analyst,1/21/2005,67.371686,157.835263,0.0,-3.67e+18
